#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq	strain	sampleID	contig	plant	syncom	treatment	generation	line	sample_type	condition
LjRoot46_contig_2	1	1386995	11436	950033	68.4958	1.22713	36.5	41.3	LjRoot46	g4_l18	2	gifu	lj	native	4	18	generation	gifu_lj
LjRoot46_contig_3	1	280132	2676	209577	74.8137	1.42154	36.4	41.1	LjRoot46	g4_l18	3	gifu	lj	native	4	18	generation	gifu_lj
LjRoot46_contig_4	1	137921	1492	108812	78.8944	1.61158	36.4	42.0	LjRoot46	g4_l18	4	gifu	lj	native	4	18	generation	gifu_lj
LjRoot46_contig_5	1	90004	952	70217	78.0154	1.57862	36.4	42.0	LjRoot46	g4_l18	5	gifu	lj	native	4	18	generation	gifu_lj
LjRoot60_contig_1	1	3971937	3126	420795	10.5942	0.117118	36.5	41.7	LjRoot60	g4_l18	1	gifu	lj	native	4	18	generation	gifu_lj
LjRoot60_contig_2	1	167542	184	23546	14.0538	0.164126	36.5	42.0	LjRoot60	g4_l18	2	gifu	lj	native	4	18	generation	gifu_lj
LjRoot262_contig_1	1	4527900	496378	4523385	99.9003	16.2992	36.5	41.8	LjRoot262	g4_l18	1	gifu	lj	native	4	18	generation	gifu_lj
Root131_contig_2	1	358064	0	0	0.0	0.0	0.0	0.0	Root131	g4_l18	2	gifu	lj	native	4	18	generation	gifu_lj
Root131_contig_3	1	349599	0	0	0.0	0.0	0.0	0.0	Root131	g4_l18	3	gifu	lj	native	4	18	generation	gifu_lj
Root131_contig_4	1	235425	0	0	0.0	0.0	0.0	0.0	Root131	g4_l18	4	gifu	lj	native	4	18	generation	gifu_lj
Root131_contig_5	1	127922	0	0	0.0	0.0	0.0	0.0	Root131	g4_l18	5	gifu	lj	native	4	18	generation	gifu_lj
Root131_contig_6	1	98190	0	0	0.0	0.0	0.0	0.0	Root131	g4_l18	6	gifu	lj	native	4	18	generation	gifu_lj
Root131_contig_7	1	40652	0	0	0.0	0.0	0.0	0.0	Root131	g4_l18	7	gifu	lj	native	4	18	generation	gifu_lj
Root131_contig_8	1	14806	0	0	0.0	0.0	0.0	0.0	Root131	g4_l18	8	gifu	lj	native	4	18	generation	gifu_lj
Root77_contig_2	1	224003	0	0	0.0	0.0	0.0	0.0	Root77	g4_l18	2	gifu	lj	native	4	18	generation	gifu_lj
Root101_contig_1	1	4394404	0	0	0.0	0.0	0.0	0.0	Root101	g4_l18	1	gifu	lj	native	4	18	generation	gifu_lj
Root695_contig_3	1	23329	0	0	0.0	0.0	0.0	0.0	Root695	g4_l18	3	gifu	lj	native	4	18	generation	gifu_lj
Root142_contig_3	1	1020406	0	0	0.0	0.0	0.0	0.0	Root142	g4_l18	3	gifu	lj	native	4	18	generation	gifu_lj
Root142_contig_4	1	866837	0	0	0.0	0.0	0.0	0.0	Root142	g4_l18	4	gifu	lj	native	4	18	generation	gifu_lj
Root1310_contig_2	1	276174	0	0	0.0	0.0	0.0	0.0	Root1310	g4_l18	2	gifu	lj	native	4	18	generation	gifu_lj
LjRoot24_contig_2	1	64919	0	0	0.0	0.0	0.0	0.0	LjRoot24	g4_l18	2	gifu	lj	native	4	18	generation	gifu_lj
LjRoot303_contig_1	1	8514157	0	0	0.0	0.0	0.0	0.0	LjRoot303	g4_l18	1	gifu	lj	native	4	18	generation	gifu_lj
Root83_contig_1	1	6242359	28	3442	0.0551394	0.000641905	36.6	9.57	Root83	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
Root131_contig_1	1	5452892	20	2307	0.0423078	0.000535862	35.9	0.0	Root131	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
Root123D2_contig_1	1	4592849	106	10099	0.219885	0.00342881	36.4	16.4	Root123D2	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
Root123D2_contig_2	1	209642	2	278	0.132607	0.00143101	36.5	42.0	Root123D2	g4_l19	2	gifu	lj	native	4	19	generation	gifu_lj
Root77_contig_1	1	4050161	18	1941	0.047924	0.00066664	36.4	14.2	Root77	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
Root29_contig_1	1	6549547	96	7892	0.120497	0.00218824	36.6	1.81	Root29	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
Root935_contig_1	1	5125288	95548	4294433	83.7891	2.77319	36.3	40.4	Root935	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
Root685_contig_1	1	4404136	4	446	0.0101268	0.000136236	36.9	1.0	Root685	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
Root101_contig_1	1	4394404	2	294	0.00669033	0.0000669033	36.8	0.0	Root101	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
Root61_contig_1	1	4027981	4	464	0.0115194	0.000148958	36.8	21.5	Root61	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
Root265_contig_1	1	6686035	562	79321	1.18637	0.0124748	36.4	36.9	Root265	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
Root418_contig_1	1	7312949	4692	206300	2.82102	0.095121	36.5	2.14	Root418	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
Root695_contig_1	1	6390105	420	32659	0.511087	0.00961314	36.2	2.43	Root695	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
Root695_contig_2	1	198363	156	2698	1.36013	0.117366	36.4	1.71	Root695	g4_l19	2	gifu	lj	native	4	19	generation	gifu_lj
Root68_contig_1	1	6297301	270	16956	0.269258	0.00627682	36.4	4.08	Root68	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
Root142_contig_1	1	3975743	1230	72706	1.82874	0.0460261	36.5	1.07	Root142	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
Root142_contig_2	1	1955139	92	5862	0.299825	0.0069279	36.4	2.74	Root142	g4_l19	2	gifu	lj	native	4	19	generation	gifu_lj
Root142_contig_3	1	1020406	128	5272	0.516657	0.0182378	36.4	9.06	Root142	g4_l19	3	gifu	lj	native	4	19	generation	gifu_lj
Root142_contig_4	1	866837	146	4882	0.563197	0.0250866	36.4	26.9	Root142	g4_l19	4	gifu	lj	native	4	19	generation	gifu_lj
Root1310_contig_1	1	9313930	4	521	0.00559377	0.0000644196	35.7	42.0	Root1310	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
Root480_contig_1	1	3678341	8	1200	0.0326234	0.000326234	36.8	22.0	Root480	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
Root720_contig_1	1	5297621	2	300	0.00566292	0.0000566292	36.8	0.0	Root720	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
LjRoot1_contig_1	1	6184059	22690	2492135	40.2993	0.546868	36.5	39.9	LjRoot1	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
LjRoot5_contig_1	1	4452308	4	507	0.0113874	0.000133189	36.5	0.0	LjRoot5	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
LjRoot52_contig_1	1	5592429	20154	2203475	39.401	0.536897	36.5	40.5	LjRoot52	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
LjRoot17_contig_1	1	3400871	1968	266514	7.83664	0.0862276	36.5	41.4	LjRoot17	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
LjRoot72_contig_1	1	5051517	46556	3669000	72.6316	1.37502	36.5	41.7	LjRoot72	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
LjRoot82_contig_1	1	5009941	16654	1714927	34.2305	0.4938	36.3	39.7	LjRoot82	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
LjRoot222_contig_1	1	4720695	70828	4146835	87.8437	2.23689	36.5	41.8	LjRoot222	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
LjRoot44_contig_1	1	3803502	40192	2928290	76.9893	1.57493	36.5	41.9	LjRoot44	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
LjRoot44_contig_2	1	31311	514	27796	88.7739	2.44052	36.5	41.9	LjRoot44	g4_l19	2	gifu	lj	native	4	19	generation	gifu_lj
LjRoot80_contig_1	1	6024117	84532	5180416	85.9946	2.09201	36.5	37.8	LjRoot80	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
LjRoot80_contig_2	1	315699	4006	261553	82.8489	1.88805	36.5	40.9	LjRoot80	g4_l19	2	gifu	lj	native	4	19	generation	gifu_lj
LjRoot33_contig_1	1	5239285	500466	5236879	99.9541	14.2408	36.5	41.7	LjRoot33	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
LjNodule218_contig_1	1	6816670	5102040	6815280	99.9796	111.568	36.5	40.6	LjNodule218	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
LjNodule218_contig_2	1	651417	514234	651417	100.0	117.741	36.5	40.3	LjNodule218	g4_l19	2	gifu	lj	native	4	19	generation	gifu_lj
LjNodule218_contig_3	1	296196	232982	296196	100.0	117.244	36.5	39.2	LjNodule218	g4_l19	3	gifu	lj	native	4	19	generation	gifu_lj
LjRoot59_contig_1	1	6711861	742980	6705379	99.9034	16.4699	36.5	40.7	LjRoot59	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
LjRoot46_contig_1	1	4406614	28576	2594552	58.8786	0.966412	36.5	39.2	LjRoot46	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
LjRoot46_contig_2	1	1386995	8584	815013	58.7611	0.922424	36.5	41.2	LjRoot46	g4_l19	2	gifu	lj	native	4	19	generation	gifu_lj
LjRoot46_contig_3	1	280132	1960	178909	63.866	1.04308	36.5	40.9	LjRoot46	g4_l19	3	gifu	lj	native	4	19	generation	gifu_lj
LjRoot46_contig_4	1	137921	1064	92328	66.9427	1.14903	36.5	42.0	LjRoot46	g4_l19	4	gifu	lj	native	4	19	generation	gifu_lj
LjRoot46_contig_5	1	90004	734	61678	68.5281	1.21505	36.5	42.0	LjRoot46	g4_l19	5	gifu	lj	native	4	19	generation	gifu_lj
LjRoot60_contig_1	1	3971937	1660	226969	5.71432	0.0622329	36.5	41.4	LjRoot60	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
LjRoot60_contig_2	1	167542	90	12363	7.37905	0.0799919	36.4	42.0	LjRoot60	g4_l19	2	gifu	lj	native	4	19	generation	gifu_lj
LjRoot262_contig_1	1	4527900	719616	4523919	99.9121	23.6727	36.5	41.8	LjRoot262	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
Root131_contig_2	1	358064	0	0	0.0	0.0	0.0	0.0	Root131	g4_l19	2	gifu	lj	native	4	19	generation	gifu_lj
Root131_contig_3	1	349599	0	0	0.0	0.0	0.0	0.0	Root131	g4_l19	3	gifu	lj	native	4	19	generation	gifu_lj
Root131_contig_4	1	235425	0	0	0.0	0.0	0.0	0.0	Root131	g4_l19	4	gifu	lj	native	4	19	generation	gifu_lj
Root131_contig_5	1	127922	0	0	0.0	0.0	0.0	0.0	Root131	g4_l19	5	gifu	lj	native	4	19	generation	gifu_lj
Root131_contig_6	1	98190	0	0	0.0	0.0	0.0	0.0	Root131	g4_l19	6	gifu	lj	native	4	19	generation	gifu_lj
Root131_contig_7	1	40652	0	0	0.0	0.0	0.0	0.0	Root131	g4_l19	7	gifu	lj	native	4	19	generation	gifu_lj
Root131_contig_8	1	14806	0	0	0.0	0.0	0.0	0.0	Root131	g4_l19	8	gifu	lj	native	4	19	generation	gifu_lj
Root77_contig_2	1	224003	0	0	0.0	0.0	0.0	0.0	Root77	g4_l19	2	gifu	lj	native	4	19	generation	gifu_lj
Root695_contig_3	1	23329	0	0	0.0	0.0	0.0	0.0	Root695	g4_l19	3	gifu	lj	native	4	19	generation	gifu_lj
Root1310_contig_2	1	276174	0	0	0.0	0.0	0.0	0.0	Root1310	g4_l19	2	gifu	lj	native	4	19	generation	gifu_lj
LjRoot24_contig_1	1	3631992	0	0	0.0	0.0	0.0	0.0	LjRoot24	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
LjRoot24_contig_2	1	64919	0	0	0.0	0.0	0.0	0.0	LjRoot24	g4_l19	2	gifu	lj	native	4	19	generation	gifu_lj
LjRoot303_contig_1	1	8514157	0	0	0.0	0.0	0.0	0.0	LjRoot303	g4_l19	1	gifu	lj	native	4	19	generation	gifu_lj
Root83_contig_1	1	6242359	24	2650	0.0424519	0.000574623	36.6	0.833	Root83	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
Root131_contig_1	1	5452892	26	2925	0.0536413	0.000695411	36.5	0.0	Root131	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
Root123D2_contig_1	1	4592849	129578	4499675	97.9713	4.20872	36.5	41.9	Root123D2	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
Root123D2_contig_2	1	209642	8002	207952	99.1939	5.68446	36.5	42.0	Root123D2	g4_l20	2	gifu	lj	native	4	20	generation	gifu_lj
Root77_contig_1	1	4050161	49156	3305787	81.6211	1.80909	36.5	41.8	Root77	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
Root77_contig_2	1	224003	2836	187067	83.5109	1.88691	36.5	42.0	Root77	g4_l20	2	gifu	lj	native	4	20	generation	gifu_lj
Root29_contig_1	1	6549547	110	8597	0.131261	0.00248933	36.6	1.16	Root29	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
Root935_contig_1	1	5125288	250142	4938130	96.3483	7.26338	36.3	40.4	Root935	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
Root685_contig_1	1	4404136	764	107722	2.44593	0.0258375	36.5	41.7	Root685	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
Root61_contig_1	1	4027981	13500	1513073	37.5641	0.499381	36.5	41.8	Root61	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
Root265_contig_1	1	6686035	1618	224845	3.3629	0.03611	36.5	37.7	Root265	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
Root418_contig_1	1	7312949	5266	213141	2.91457	0.106824	36.5	2.18	Root418	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
Root695_contig_1	1	6390105	75738	5179182	81.05	1.76686	36.5	40.2	Root695	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
Root695_contig_2	1	198363	2560	164631	82.9948	1.9266	36.5	35.7	Root695	g4_l20	2	gifu	lj	native	4	20	generation	gifu_lj
Root695_contig_3	1	23329	402	21155	90.6811	2.56505	36.4	41.9	Root695	g4_l20	3	gifu	lj	native	4	20	generation	gifu_lj
Root68_contig_1	1	6297301	364	17479	0.277563	0.00855763	36.5	1.16	Root68	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
Root142_contig_1	1	3975743	1206	76815	1.93209	0.0451236	36.5	0.982	Root142	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
Root142_contig_2	1	1955139	110	5797	0.296501	0.00832984	36.6	5.42	Root142	g4_l20	2	gifu	lj	native	4	20	generation	gifu_lj
Root142_contig_3	1	1020406	140	6507	0.637687	0.020289	36.6	5.79	Root142	g4_l20	3	gifu	lj	native	4	20	generation	gifu_lj
Root142_contig_4	1	866837	124	4427	0.510707	0.0214273	36.6	28.2	Root142	g4_l20	4	gifu	lj	native	4	20	generation	gifu_lj
Root480_contig_1	1	3678341	32	4147	0.112741	0.00130494	36.5	34.1	Root480	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
Root720_contig_1	1	5297621	4	507	0.00957033	0.000113258	36.3	1.0	Root720	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
LjRoot1_contig_1	1	6184059	25694	2723159	44.0351	0.619353	36.5	39.8	LjRoot1	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
LjRoot5_contig_1	1	4452308	8	856	0.019226	0.00022887	36.1	0.0	LjRoot5	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
LjRoot52_contig_1	1	5592429	19504	2143303	38.3251	0.520479	36.5	40.7	LjRoot52	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
LjRoot17_contig_1	1	3400871	3146	418378	12.3021	0.137924	36.5	41.5	LjRoot17	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
LjRoot72_contig_1	1	5051517	54870	3953584	78.2653	1.62115	36.5	41.6	LjRoot72	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
LjRoot82_contig_1	1	5009941	39052	2783486	55.5593	1.15879	36.3	39.3	LjRoot82	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
LjRoot222_contig_1	1	4720695	54864	3811562	80.7415	1.73391	36.5	41.7	LjRoot222	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
LjRoot44_contig_1	1	3803502	46064	3094013	81.3464	1.8048	36.5	41.8	LjRoot44	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
LjRoot44_contig_2	1	31311	626	29138	93.0599	2.97713	36.5	42.0	LjRoot44	g4_l20	2	gifu	lj	native	4	20	generation	gifu_lj
LjRoot80_contig_1	1	6024117	134844	5741239	95.3042	3.33777	36.5	37.7	LjRoot80	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
LjRoot80_contig_2	1	315699	5736	288766	91.4688	2.7072	36.5	41.1	LjRoot80	g4_l20	2	gifu	lj	native	4	20	generation	gifu_lj
LjRoot33_contig_1	1	5239285	359758	5235441	99.9266	10.2396	36.5	41.6	LjRoot33	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
LjNodule218_contig_1	1	6816670	5452354	6815152	99.9777	119.273	36.5	40.6	LjNodule218	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
LjNodule218_contig_2	1	651417	564228	651417	100.0	129.229	36.5	40.3	LjNodule218	g4_l20	2	gifu	lj	native	4	20	generation	gifu_lj
LjNodule218_contig_3	1	296196	256486	296196	100.0	129.151	36.5	39.3	LjNodule218	g4_l20	3	gifu	lj	native	4	20	generation	gifu_lj
LjRoot59_contig_1	1	6711861	1064794	6706482	99.9199	23.6112	36.5	40.7	LjRoot59	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
LjRoot46_contig_1	1	4406614	18328	1882424	42.7182	0.619589	36.5	38.2	LjRoot46	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
LjRoot46_contig_2	1	1386995	5328	583325	42.0567	0.573009	36.5	41.0	LjRoot46	g4_l20	2	gifu	lj	native	4	20	generation	gifu_lj
LjRoot46_contig_3	1	280132	1310	135609	48.409	0.697696	36.5	40.9	LjRoot46	g4_l20	3	gifu	lj	native	4	20	generation	gifu_lj
LjRoot46_contig_4	1	137921	692	69494	50.3868	0.746964	36.5	42.0	LjRoot46	g4_l20	4	gifu	lj	native	4	20	generation	gifu_lj
LjRoot46_contig_5	1	90004	404	43342	48.1556	0.669037	36.5	42.0	LjRoot46	g4_l20	5	gifu	lj	native	4	20	generation	gifu_lj
LjRoot60_contig_1	1	3971937	3206	428559	10.7897	0.120268	36.5	41.7	LjRoot60	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
LjRoot60_contig_2	1	167542	160	21255	12.6864	0.142006	36.6	42.0	LjRoot60	g4_l20	2	gifu	lj	native	4	20	generation	gifu_lj
LjRoot262_contig_1	1	4527900	375298	4522708	99.8853	12.3495	36.5	41.8	LjRoot262	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
Root131_contig_2	1	358064	0	0	0.0	0.0	0.0	0.0	Root131	g4_l20	2	gifu	lj	native	4	20	generation	gifu_lj
Root131_contig_3	1	349599	0	0	0.0	0.0	0.0	0.0	Root131	g4_l20	3	gifu	lj	native	4	20	generation	gifu_lj
Root131_contig_4	1	235425	0	0	0.0	0.0	0.0	0.0	Root131	g4_l20	4	gifu	lj	native	4	20	generation	gifu_lj
Root131_contig_5	1	127922	0	0	0.0	0.0	0.0	0.0	Root131	g4_l20	5	gifu	lj	native	4	20	generation	gifu_lj
Root131_contig_6	1	98190	0	0	0.0	0.0	0.0	0.0	Root131	g4_l20	6	gifu	lj	native	4	20	generation	gifu_lj
Root131_contig_7	1	40652	0	0	0.0	0.0	0.0	0.0	Root131	g4_l20	7	gifu	lj	native	4	20	generation	gifu_lj
Root131_contig_8	1	14806	0	0	0.0	0.0	0.0	0.0	Root131	g4_l20	8	gifu	lj	native	4	20	generation	gifu_lj
Root101_contig_1	1	4394404	0	0	0.0	0.0	0.0	0.0	Root101	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
Root1310_contig_1	1	9313930	0	0	0.0	0.0	0.0	0.0	Root1310	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
Root1310_contig_2	1	276174	0	0	0.0	0.0	0.0	0.0	Root1310	g4_l20	2	gifu	lj	native	4	20	generation	gifu_lj
LjRoot24_contig_1	1	3631992	0	0	0.0	0.0	0.0	0.0	LjRoot24	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
LjRoot24_contig_2	1	64919	0	0	0.0	0.0	0.0	0.0	LjRoot24	g4_l20	2	gifu	lj	native	4	20	generation	gifu_lj
LjRoot303_contig_1	1	8514157	0	0	0.0	0.0	0.0	0.0	LjRoot303	g4_l20	1	gifu	lj	native	4	20	generation	gifu_lj
Root83_contig_1	1	6242359	55214	4414317	70.7155	1.31493	36.5	39.9	Root83	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
Root131_contig_1	1	5452892	134	9174	0.168241	0.00358195	36.2	0.761	Root131	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
Root123D2_contig_1	1	4592849	218672	4581863	99.7608	7.08346	36.5	41.9	Root123D2	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
Root123D2_contig_2	1	209642	10424	209258	99.8168	7.39424	36.4	42.0	Root123D2	g5_c1	2	col0	mixed	native	5	c1	competition	col0_mixed
Root77_contig_1	1	4050161	183874	4034302	99.6084	6.75334	36.5	41.8	Root77	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
Root77_contig_2	1	224003	10458	223182	99.6335	6.94449	36.5	42.0	Root77	g5_c1	2	col0	mixed	native	5	c1	competition	col0_mixed
Root29_contig_1	1	6549547	9644	1216325	18.5711	0.218988	36.5	41.3	Root29	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
Root935_contig_1	1	5125288	1556276	5118821	99.8738	45.063	36.2	41.1	Root935	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
Root685_contig_1	1	4404136	20868	2122133	48.185	0.704949	36.5	41.8	Root685	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
Root101_contig_1	1	4394404	1880	255325	5.81023	0.0636676	36.5	41.7	Root101	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
Root61_contig_1	1	4027981	807740	4026412	99.961	29.823	36.5	41.8	Root61	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
Root265_contig_1	1	6686035	485128	6678413	99.886	10.8042	36.5	38.1	Root265	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
Root418_contig_1	1	7312949	203616	7087983	96.9237	4.14043	36.5	41.7	Root418	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
Root695_contig_1	1	6390105	153820	6152959	96.2889	3.58271	36.5	40.3	Root695	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
Root695_contig_2	1	198363	4920	191669	96.6254	3.68718	36.4	39.0	Root695	g5_c1	2	col0	mixed	native	5	c1	competition	col0_mixed
Root695_contig_3	1	23329	740	23210	99.4899	4.7143	36.4	41.9	Root695	g5_c1	3	col0	mixed	native	5	c1	competition	col0_mixed
Root68_contig_1	1	6297301	121662	5844390	92.8079	2.8719	36.5	40.6	Root68	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
Root142_contig_1	1	3975743	6030	721796	18.155	0.225626	36.5	36.5	Root142	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
Root142_contig_2	1	1955139	2670	338469	17.3118	0.203449	36.5	41.1	Root142	g5_c1	2	col0	mixed	native	5	c1	competition	col0_mixed
Root142_contig_3	1	1020406	1434	180732	17.7118	0.208849	36.4	40.2	Root142	g5_c1	3	col0	mixed	native	5	c1	competition	col0_mixed
Root142_contig_4	1	866837	1196	149060	17.1959	0.205533	36.4	40.6	Root142	g5_c1	4	col0	mixed	native	5	c1	competition	col0_mixed
Root1310_contig_1	1	9313930	423372	9145127	98.1876	6.74624	36.5	41.6	Root1310	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
Root1310_contig_2	1	276174	24738	272693	98.7396	13.2844	36.5	40.8	Root1310	g5_c1	2	col0	mixed	native	5	c1	competition	col0_mixed
Root480_contig_1	1	3678341	126734	3633015	98.7678	5.12444	36.5	41.9	Root480	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
Root720_contig_1	1	5297621	13342	1561487	29.4752	0.373828	36.5	41.8	Root720	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
LjRoot1_contig_1	1	6184059	183426	5992342	96.8998	4.41167	36.5	39.9	LjRoot1	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
LjRoot5_contig_1	1	4452308	86	7063	0.158637	0.00279114	36.0	0.395	LjRoot5	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
LjRoot52_contig_1	1	5592429	35190	3210440	57.4069	0.936507	36.5	40.5	LjRoot52	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
LjRoot17_contig_1	1	3400871	11826	1304095	38.3459	0.517357	36.5	41.6	LjRoot17	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
LjRoot72_contig_1	1	5051517	139614	4932475	97.6434	4.11588	36.5	41.7	LjRoot72	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
LjRoot82_contig_1	1	5009941	109854	4750925	94.83	3.25174	36.2	40.5	LjRoot82	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
LjRoot222_contig_1	1	4720695	276354	4715255	99.8848	8.71514	36.5	41.8	LjRoot222	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
LjRoot24_contig_1	1	3631992	4	599	0.0164923	0.000164923	36.3	24.0	LjRoot24	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
LjRoot44_contig_1	1	3803502	72340	3509570	92.2721	2.82943	36.5	41.8	LjRoot44	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
LjRoot44_contig_2	1	31311	848	30409	97.1192	4.02386	36.4	42.0	LjRoot44	g5_c1	2	col0	mixed	native	5	c1	competition	col0_mixed
LjRoot80_contig_1	1	6024117	255304	5990554	99.4429	6.30783	36.5	37.7	LjRoot80	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
LjRoot80_contig_2	1	315699	10340	311555	98.6874	4.86946	36.5	41.1	LjRoot80	g5_c1	2	col0	mixed	native	5	c1	competition	col0_mixed
LjRoot33_contig_1	1	5239285	443898	5236057	99.9384	12.607	36.4	41.7	LjRoot33	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
LjNodule218_contig_1	1	6816670	74900	5329752	78.187	1.63422	36.5	40.5	LjNodule218	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
LjNodule218_contig_2	1	651417	7004	499655	76.7028	1.60141	36.4	40.2	LjNodule218	g5_c1	2	col0	mixed	native	5	c1	competition	col0_mixed
LjNodule218_contig_3	1	296196	3262	231677	78.2175	1.64017	36.5	39.0	LjNodule218	g5_c1	3	col0	mixed	native	5	c1	competition	col0_mixed
LjRoot59_contig_1	1	6711861	980408	6706105	99.9142	21.6939	36.4	40.7	LjRoot59	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
LjRoot46_contig_1	1	4406614	40486	3137562	71.2012	1.36691	36.5	40.1	LjRoot46	g5_c1	1	col0	mixed	native	5	c1	competition	col0_mixed
